"angle","species","specimenId","mimicType","imageabletype","imageableid","created_at","updated_at","id","kingdom","phylum","class","order","family","genus","taxonRank","scientificName","scientificNameAuthorship","vernacularName","description","individualCount","bodylength","sex","lifeStage","form","notes","idconfidence","other","ref","disposition","numphotos","Ant.mimic.","Sex","Notes","Done.","accuracy"
"Dorsal","Rhombonotus gracilis","609","mimic","Specimen",609,"2017-08-12 13:16:30 UTC","2017-08-12 13:16:33 UTC",609,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus gracilis","(Koch L., 1879)","","Tiny ant-mimicking jumper",1,2.5,"","","","Pickled in 96% ethanol, 15-May-2017.","","Ant-mimic spider","","Michael Kelly",13,NA,NA,NA,NA,0.777883045886001
"Dorsal","Iridonyssus formicans","610","mimic","Specimen",610,"2017-05-11 12:28:56 UTC","2017-05-11 12:28:59 UTC",610,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.6,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.701506952344315
"Dorsal","Iridonyssus formicans","611","mimic","Specimen",611,"2017-05-11 12:33:40 UTC","2017-05-11 12:33:42 UTC",611,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.7,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","KS.68648","AM collection",2,NA,NA,NA,NA,0.667295100896076
"Dorsal","Iridonyssus formicans","612","mimic","Specimen",612,"2017-05-11 12:37:12 UTC","2017-05-11 12:37:14 UTC",612,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.7,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.697003231704165
"Dorsal","Iridonyssus formicans","613","mimic","Specimen",613,"2017-05-11 12:41:51 UTC","2017-05-11 12:41:53 UTC",613,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.4,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.509502750753391
"Dorsal","Iridonyssus formicans","614","mimic","Specimen",614,"2017-05-11 12:44:26 UTC","2017-05-11 12:44:28 UTC",614,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.3,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.63603201423226
"Dorsal","Iridonyssus formicans","615","mimic","Specimen",615,"2017-05-11 12:51:49 UTC","2017-05-11 12:51:52 UTC",615,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.5,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.693168534907756
"Dorsal","Iridonyssus formicans","616","mimic","Specimen",616,"2017-05-11 12:55:08 UTC","2017-05-11 12:55:11 UTC",616,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.8,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.682928003179296
"Dorsal","Damoetas sp3","617","mimic","Specimen",617,"2017-05-11 12:23:16 UTC","2017-05-11 12:23:19 UTC",617,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Damoetas","Species","Damoetas sp3","","","",1,3.6,"Male","","","","","Ant-mimic spider","","AM collection",3,NA,NA,NA,NA,0.724192259754599
"Dorsal","Rhombonotus sp1","618","non-mimic","Specimen",618,"2017-05-11 12:18:53 UTC","2017-05-11 12:18:54 UTC",618,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp1","","","",1,2.8,"Male","","","","Aus museum","","","AM collection",2,NA,NA,NA,NA,0.709012802247096
"Dorsal","Eilica sp1","621","mimic","Specimen",621,"2017-05-16 02:05:14 UTC","2017-05-16 02:05:16 UTC",621,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Golden bum ant mimicking spider",1,3.6,"","juvenile","","Pickled in 96% ethanol, 29-May-2017.","Aus Mus tentative","Ant-mimic spider","AA.1407","Aus Mus",9,NA,NA,NA,NA,0.386857006791917
"Dorsal","Eilica sp1","625","mimic","Specimen",625,"2017-05-20 04:26:18 UTC","2017-05-20 04:26:20 UTC",625,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Golden bum ant mimicking spider",1,4.4,"Male","","","Pickled in 70% ethanol, date unknown.","Aus Mus tentative","Ant-mimic spider","KS.129712","Aus Mus",8,NA,NA,NA,NA,0.442402799295372
"Dorsal","Eilica sp1","626","mimic","Specimen",626,"2017-07-07 05:10:47 UTC","2017-07-07 05:10:59 UTC",626,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Golden bum ant mimicking spider",1,4.6,"","juvenile","","Pickled in 70% ethanol, date unknown.","Aus Mus tentative","Ant-mimic spider","AA.1407","Aus Mus",9,NA,NA,NA,NA,0.356706100570728
"Dorsal","Daerlac nigricans","642","mimic","Specimen",642,"2017-05-26 01:58:26 UTC","2017-05-26 01:58:35 UTC",642,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum mimicking bug",3,7.3,"","Adult","","Pickled in 96% ethanol, 22-May-2017.","Matt Bulbert tentative ID","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.730401166245417
"Dorsal","Vespoidea5 sp1","654","mimic","Specimen",654,"2017-08-15 13:47:25 UTC","2017-08-15 13:47:29 UTC",654,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea5","Species","Vespoidea5 sp1","","","Golden bum green wasp",1,6.5,"","","","Pickled in 96% ethanol, 22-May-2017.","","Posssible wasp ant-mimic","","In collection",8,NA,NA,NA,NA,0.771029013893521
"Dorsal","Vespoidea4 sp1","657","non-mimic","Specimen",657,"2017-08-18 11:40:42 UTC","2017-08-18 11:40:46 UTC",657,"Animalia","Arthropoda","Insecta","Hymenoptera","Mutillidae","Vespoidea4","Species","Vespoidea4 sp1","","","Small dark wingless wasp",1,4.2,"","","","Pickled in 96% ethanol, 29-May-2017.","","","","In collection",8,NA,NA,NA,NA,0.740005799991372
"Dorsal","Polyrhachis sp1","66","model","Specimen",66,"2017-01-06 03:44:30 UTC","2017-01-06 03:56:54 UTC",66,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis sp1","","","Golden bum ant",7,5.6,"","","","","1","","12-May","",3,NA,NA,NA,NA,0.812778797677716
"Dorsal","Myrmarachne erythrocephala","661","mimic","Specimen",661,"2017-06-05 12:49:27 UTC","2017-06-05 12:49:28 UTC",661,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Golden bum ant mimicking jumper",1,5.2,"","juvenile","","Pickled in 70% ethanol, 11-Juk-2017.","Aus Mus","Ant-mimic spider","AA.1402","Aus Mus",10,NA,NA,NA,NA,0.807051207015371
"Dorsal","Daerlac nigricans","662","mimic","Specimen",662,"2017-06-05 14:03:44 UTC","2017-06-05 14:03:46 UTC",662,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",2,7,"","Juvenile","","Pickled in 96% ethanol, 22-May-2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.676875928730057
"Dorsal","Coleoptera2 sp1","663","mimic","Specimen",663,"2017-06-14 13:14:38 UTC","2017-06-14 13:14:43 UTC",663,"Animalia","Arthropoda","Insecta","Coleoptera","","Coleoptera2","Species","Coleoptera2 sp1","","","Small ant mimic beetle",1,6.4,"","","","Pickled in 96% ethanol, 29-May-2017.","","Ant-mimic beetle","","In collection",9,NA,NA,NA,NA,0.66847211860178
"Dorsal","Vespoidea4 sp1","664","non-mimic","Specimen",664,"2017-06-04 13:47:28 UTC","2017-06-04 13:47:29 UTC",664,"Animalia","Arthropoda","Insecta","Hymenoptera","Mutillidae","Vespoidea4","Species","Vespoidea4 sp1","","","Small dark wingless wasp",1,4.3,"","","","Pickled in 96% ethanol, 22-May-2017.","","","","In collection",8,NA,NA,NA,NA,0.761484615079765
"Dorsal","Daerlac nigricans","665","mimic","Specimen",665,"2017-06-14 14:14:38 UTC","2017-06-14 14:14:39 UTC",665,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",1,7.9,"","Adult","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.744860360358104
"Dorsal","Holoplatys sp2","666","non-mimic","Specimen",666,"2017-06-26 13:15:41 UTC","2017-06-26 13:15:49 UTC",666,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Holoplatys","Species","Holoplatys sp2","","","Medium black jumper",1,6,"","","","Pickled in 96% ethanol, 29-May-2017.","","","","In collection",9,NA,NA,NA,NA,0.64158773409219
"Dorsal","Formicid10 sp1","667","model","Specimen",667,"2017-06-26 14:31:31 UTC","2017-06-26 14:31:33 UTC",667,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid10","Species","Formicid10 sp1","","","Small red ant, shoulder spikes",1,5,"","","","Pickled in 96% ethanol, 22-May-2017.","","","","In collection",9,NA,NA,NA,NA,0.84910725143254
"Dorsal","Sphinctomyrmex sp1","67","model","Specimen",67,"2017-01-06 03:44:32 UTC","2017-01-06 03:44:33 UTC",67,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Sphinctomyrmex","Species","Sphinctomyrmex sp1","","","Small black ant",2,4.5,"","","","","","","12-Jun","",3,NA,NA,NA,NA,0.91064605394617
"Dorsal","Lamponid2 sp1","682","non-mimic","Specimen",682,"2017-06-03 13:34:25 UTC","2017-06-03 14:14:44 UTC",682,"Animalia","Arthropoda","Arachnida","Araneae","Lamponidae","Lamponid2","Species","Lamponid2 sp1","","","White-tailed spider",NA,12.4,"","","","Pickled in 70% ethanol, 12-Jul-2017.","","Predator","","In collection",8,NA,NA,NA,NA,0.727646540584034
"Dorsal","Lamponid2 sp1","686","non-mimic","Specimen",686,"2017-05-20 05:30:11 UTC","2017-05-20 05:30:12 UTC",686,"Animalia","Arthropoda","Arachnida","Araneae","Lamponidae","Lamponid2","Species","Lamponid2 sp1","","","Tiny white-tailed spider",1,2.8,"","","","Pickled in 96% ethanol, 22-May-2017.","0","","","In collection",7,NA,NA,NA,NA,0.668433303606496
"Dorsal","Nyssus coloripes","687","non-mimic","Specimen",687,"2017-05-18 23:58:55 UTC","2017-05-18 23:58:57 UTC",687,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Nyssus","Species","Nyssus coloripes","(Walckenaer, 1805)","Orange-legged Swift Spider","Black spider, white spots, red front legs",1,5.9,"","","","White-spotted form.
Pickled in 96% ethanol, 29-May-2017.","","","","In collection",9,NA,NA,NA,NA,0.651320964496964
"Dorsal","Myrmecia mandibularis","69","model","Specimen",69,"2017-01-06 03:44:33 UTC","2017-01-06 03:44:35 UTC",69,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmecia","Species","Myrmecia mandibularis","(Smith, 1858)","","Toothless bull ant",1,9.5,"","","","","1","","12-Aug","",3,NA,NA,NA,NA,0.832433145901378
"Dorsal","Formicid7 sp1","690","model","Specimen",690,"2017-05-20 00:59:38 UTC","2017-05-20 00:59:40 UTC",690,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid7","Species","Formicid7 sp1","","","Golden bum ant",1,7,"","","","Pickled in 96% ethanol, 29-May-2017.","","","","In collection",8,NA,NA,NA,NA,0.88324297784961
"Dorsal","Vespoidea5 sp1","694","mimic","Specimen",694,"2017-05-20 05:20:34 UTC","2017-05-20 05:20:36 UTC",694,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea5","Species","Vespoidea5 sp1","","","Small green wingless wasp",1,7.7,"","","","Thorax seems to be covered in fine dirt which obscures the wasp's colour. Pickled in 96% ethanol, 22-May-2017.","","Posssible wasp ant-mimic","","In collection",6,NA,NA,NA,NA,0.824358056750627
"Dorsal","Eilica sp1","696","mimic","Specimen",696,"2017-07-06 14:11:59 UTC","2017-08-20 07:36:49 UTC",696,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Black golden bum spider",1,4,"","juvenile","","
Pickled in 70% ethanol, 6-June-2017.","Aus Mus tentative","Ant-mimic spider","AA.1407","Aus Mus",10,NA,NA,NA,NA,0.507273753227362
"Dorsal","Myrmarachne luctuosa","700","mimic","Specimen",700,"2017-05-23 03:39:14 UTC","2017-05-23 03:39:16 UTC",700,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,6.5,"Female","","","Pickled in 96% ethanol, 29-May-2017.","Aus Mus","Ant-mimic spider","KS.129708","Aus Mus",5,NA,NA,NA,NA,0.727675225707187
"Dorsal","Astia hariola","704","non-mimic","Specimen",704,"2017-06-01 13:01:00 UTC","2017-06-01 13:01:02 UTC",704,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Astia","Species","Astia hariola","(Koch, 1879)","Gypsy Jumper","Golden bum jumper",1,5.2,"","","","Appears to have died during a moult.
Pickled in 96% ethanol, 29-May-2017.","","","","In collection",8,NA,NA,NA,NA,0.429658648702517
"Dorsal","Myrmarachne erythrocephala","71","mimic","Specimen",71,"2017-01-06 03:44:35 UTC","2017-01-10 03:14:20 UTC",71,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Ant mimic spider",1,4.6,"","","forma ornata","About 1m up tree, died in care","1","Ant mimic","12-Oct","",8,NA,NA,NA,NA,0.82439095702097
"Dorsal","Daerlac nigricans","715","mimic","Specimen",715,"2017-05-26 04:42:26 UTC","2017-05-26 04:42:28 UTC",715,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",1,7.2,"","","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.714414833091459
"Dorsal","Coleoptera2 sp1","717","mimic","Specimen",717,"2017-05-29 12:13:47 UTC","2017-05-29 12:13:52 UTC",717,"Animalia","Arthropoda","Insecta","Coleoptera","","Coleoptera2","Species","Coleoptera2 sp1","","","Ant mimic beetle",1,5.7,"","","","Pickled in 96% ethanol, 29-May-2017.","","Ant-mimic beetle","","In collection",8,NA,NA,NA,NA,0.63776314466592
"Dorsal","Daerlac nigricans","720","mimic","Specimen",720,"2017-05-29 07:57:22 UTC","2017-05-29 12:15:02 UTC",720,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",1,8,"","","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",6,NA,NA,NA,NA,0.738655099836889
"Dorsal","Coleoptera2 sp1","722","mimic","Specimen",722,"2017-08-14 16:13:11 UTC","2017-08-14 16:13:14 UTC",722,"Animalia","Arthropoda","Insecta","Coleoptera","","Coleoptera2","Species","Coleoptera2 sp1","","","Ant mimic beetle",1,5.6,"","","","Pickled in 70% ethanol, 6-June-2017.","","Ant-mimic beetle","","In collection",10,NA,NA,NA,NA,0.685135061551278
"Dorsal","Daerlac nigricans","728","mimic","Specimen",728,"2017-05-31 09:10:58 UTC","2017-05-31 09:11:00 UTC",728,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",1,7.3,"","","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",11,NA,NA,NA,NA,0.740988291565064
"Dorsal","Rhytidoponera metallica","73","model","Specimen",73,"2017-01-06 03:44:37 UTC","2017-01-06 03:44:39 UTC",73,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Rhytidoponera","Species","Rhytidoponera metallica","(Smith, 1858)","","Green headed ant",1,7.9,"","","","","1","","13-Jan","",2,NA,NA,NA,NA,0.898248075781386
"Dorsal","Myrmarachne erythrocephala","732","mimic","Specimen",732,"2017-05-27 14:22:36 UTC","2017-05-27 14:22:38 UTC",732,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Golden bum ant mimicking jumper",1,5.6,"Male","","forma ornata","Pickled in 70% ethanol, 13-June-2017.","Aus Mus","Ant-mimic spider","KS.129696","Aus Mus",12,NA,NA,NA,NA,0.872519306601285
"Dorsal","Myrmarachne luctuosa","733","mimic","Specimen",733,"2017-05-27 12:42:29 UTC","2017-05-27 12:42:40 UTC",733,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","Golden bum ant mimicking jumper",1,6.3,"Female","","","Pickled in 70% ethanol, 6-June-2017.","Aus Mus","Ant-mimic spider","KS.129701","Aus Mus",9,NA,NA,NA,NA,0.747694993751997
"Dorsal","Polyrhachis sp2","74","model","Specimen",74,"2017-01-06 03:44:39 UTC","2017-01-06 03:44:40 UTC",74,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis sp2","","","Black ant, golden thorax",1,7.7,"","","","","","","13-Feb","",2,NA,NA,NA,NA,0.786768998806234
"Dorsal","Myrmarachne erythrocephala","76","mimic","Specimen",76,"2017-01-06 03:44:40 UTC","2017-01-06 03:44:42 UTC",76,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Ant mimic spider",1,8,"","","Forma erato","Slowly working its way down trunk from high up, died in, care, partially desiccated, legs all detached","","Ant mimic","13-Apr","In collection",7,NA,NA,NA,NA,0.64547422625218
"Dorsal","Daerlac apicalis","766","mimic","Specimen",766,"2017-08-13 05:42:18 UTC","2017-08-13 05:42:20 UTC",766,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","","Golden bum ant mimicking bug",1,5.8,"","","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.73076446695944
"Dorsal","Daerlac apicalis","769","mimic","Specimen",769,"2017-08-09 03:40:14 UTC","2017-08-09 03:40:16 UTC",769,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","","Golden bum ant mimicking bug",1,6.6,"","","","Pickled in 70% ethanol, 26 June 2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.728584962512261
"Dorsal","Camponotus sp1","77","model","Specimen",77,"2017-01-06 03:44:42 UTC","2017-01-06 03:44:44 UTC",77,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Species","Camponotus sp1","","","Golden bum ant",1,7.6,"","","","On ground.
Pickled on 31-Jan-2017 in 96% ethanol","0","","14-Jan","In collection",2,NA,NA,NA,NA,0.881112339298741
"Dorsal","Daerlac apicalis","770","mimic","Specimen",770,"2017-08-09 03:50:44 UTC","2017-08-09 03:50:46 UTC",770,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","","Golden bum ant mimicking bug",1,6.7,"","","","Pickled in 70% ethanol, 03-June-2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.732493402946786
"Dorsal","Myrmarachne erythrocephala","78","mimic","Specimen",78,"2017-01-06 03:44:44 UTC","2017-01-06 03:44:46 UTC",78,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Ant mimic spider",1,6.3,"","","Forma erato","About 1m up tree, no large ants on tree. Stored frozen, then pickled","1","Ant mimic","14-Feb","In collection",4,NA,NA,NA,NA,0.682402263086795
"Dorsal","Vespoidea5 sp1","783","mimic","Specimen",783,"2017-08-15 14:49:13 UTC","2017-08-15 14:49:16 UTC",783,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea5","Species","Vespoidea5 sp1","","","Golden bum green wasp",1,4.7,"","","","Pickled in 70% ethanol 16-June-2017.","","Posssible wasp ant-mimic","","In collection",8,NA,NA,NA,NA,0.783097901177765
"Dorsal","Vespoidea3 sp3","79","mimic","Specimen",79,"2017-01-06 03:58:16 UTC","2017-01-06 03:58:18 UTC",79,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea3","Species","Vespoidea3 sp3","","","Tiny wasp",1,3.6,"","","","","","Ant mimic","15-Jan","",5,NA,NA,NA,NA,0.592228063766042
"Dorsal","Daerlac apicalis","804","mimic","Specimen",804,"2017-08-13 04:33:45 UTC","2017-08-13 04:33:47 UTC",804,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","","",1,5.7,"","","","Pickled in 70% ethanol, 12-Jul-2017.","","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.740273317655747
"Dorsal","Myrmarachne bicolor","810","mimic","Specimen",810,"2017-08-17 18:08:38 UTC","2017-08-17 18:08:41 UTC",810,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne bicolor","(L. Koch, 1879)","","Golden bum ant mimicking jumper",1,5.8,"","","","Pickled in 70% ethanol, 12-Jul-2017.","1","Ant-mimic spider","","Michael Kelly",10,NA,NA,NA,NA,0.781916340804987
"Dorsal","Rhombonotus sp2","813","mimic","Specimen",813,"2017-08-13 14:42:17 UTC","2017-08-13 14:43:13 UTC",813,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Small black ant mimicking jumper, thick front legs",1,4,"","juvenile","","Possible model is sympatric specimen 814.
Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus tentative","Ant-mimic spider","AA.1403","Aus Mus",12,NA,NA,NA,NA,0.777487323459729
"Dorsal","Rhombonotus sp2","815","mimic","Specimen",815,"2017-08-13 15:29:23 UTC","2017-08-13 15:29:57 UTC",815,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Small black ant mimicking jumper, thick front legs",1,3.9,"","","","Possible model is sympatric specimen 814.
Pickled in 70% ethanol, date unknown.","Aus Mus tentative","Ant-mimic spider","AA.1403","Aus Mus",13,NA,NA,NA,NA,0.767634616041987
"Dorsal","Judalana lutea","817","mimic","Specimen",817,"2017-07-15 06:42:11 UTC","2017-07-15 06:42:15 UTC",817,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Judalana","Species","Judalana lutea","(Rix, 1999)","","Strobe ant mimic",1,3.5,"Male","","","Pickled in 70% ethanol, 12-Jul-2017.","","Ant-mimic spider","","Michael Kelly",11,NA,NA,NA,NA,0.770089619041011
"Dorsal","Myrmarachne juvenile","818","mimic","Specimen",818,"2017-08-09 03:28:22 UTC","2017-08-09 03:28:25 UTC",818,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne juvenile","","","Small black ant mimicking jumper",1,2.3,"","Juvenile","","Body disintegrated after death","","Ant-mimic spider","","Lost",10,NA,NA,NA,NA,0.825997208526314
"Dorsal","Myrmarachne juvenile","822","mimic","Specimen",822,"2017-08-09 03:32:06 UTC","2017-08-09 03:32:08 UTC",822,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne juvenile","","","Small black ant mimic jumper",1,2.6,"","Juvenile","","Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus tentative","Ant-mimic spider","AA.1406","Aus Mus",9,NA,NA,NA,NA,0.806361568943001
"Dorsal","Myrmarachne erythrocephala","824","mimic","Specimen",824,"2017-08-09 03:36:44 UTC","2017-08-09 03:36:46 UTC",824,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Small black ant mimic jumper",1,4.9,"Male","adult","Forma ornata","Juvenile? Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus","Ant-mimic spider","KS.129728","Aus Mus",9,NA,NA,NA,NA,0.779176351621438
"Dorsal","Myrmarachne macleayana","826","mimic","Specimen",826,"2017-06-24 23:28:41 UTC","2017-06-24 23:28:47 UTC",826,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Small shiny black ant mimicking jumper",1,4.1,"","","Forma robsoni","Pickled in 70% ethanol, 12-Jul-2017.","","Ant-mimic spider","","Michael Kelly",19,NA,NA,NA,NA,0.780985053668687
"Dorsal","Myrmarachne macleayana","827","mimic","Specimen",827,"2017-08-14 15:44:49 UTC","2017-08-14 15:44:53 UTC",827,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Shiny black ant mimicking jumper",1,5.3,"","","Forma robsoni","Injured and died during collecting.
Pickled in 70% ethanol, 12-Jul-2017.","","Ant-mimic spider","","Michael Kelly",5,NA,NA,NA,NA,0.658056361522917
"Dorsal","Polyrhachis monteithi","829","model","Specimen",829,"2017-06-24 23:53:09 UTC","2017-06-24 23:53:11 UTC",829,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis monteithi","(Kohout, 2006)","","Shiny black ant, red legs",1,5.9,"","","","Pickled in 70% ethanol, date unknown.","","","","In collection",10,NA,NA,NA,NA,0.822418482328884
"Dorsal","Rhombonotus gracilis","832","mimic","Specimen",832,"2017-08-12 14:16:56 UTC","2017-08-12 14:16:59 UTC",832,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus gracilis","(Koch L., 1879)","","Shiny black ant mimicking jumper, red legs",1,2.3,"","Juvenile","","Pickled in 70% ethanol, 12-Jul-2017.","","Ant-mimic spider","","Michael Kelly",10,NA,NA,NA,NA,0.793290427657139
"Dorsal","Rhombonotus sp2","833","mimic","Specimen",833,"2017-08-14 07:09:39 UTC","2017-08-14 07:09:41 UTC",833,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Small black ant mimicking jumper, thick front legs",1,3.9,"Female","","","Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus tentative","Ant-mimic spider","KS.129732","Aus Mus",10,NA,NA,NA,NA,0.816397698737745
